Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
21,Male,104,3.54,Moderate,Cold,Good
48,Male,74,2.64,High,Cold,Good
66,Male,53,2.0,Moderate,Hot,Good
51,Male,105,2.15,Low,Cold,Poor
65,Male,69,1.55,Low,Cold,Poor
26,Male,102,3.04,Low,Cold,Poor
62,Female,106,3.88,Low,Hot,Good
69,Female,108,3.15,Low,Normal,Poor
24,Female,53,1.94,Moderate,Normal,Good
23,Male,73,2.85,High,Normal,Good
33,Female,47,2.54,Moderate,Hot,Good
43,Female,80,2.45,Low,Cold,Good
39,Female,106,3.04,Moderate,Cold,Poor
59,Female,105,3.07,Low,Normal,Poor
33,Female,52,1.85,Moderate,Cold,Good
57,Male,103,3.65,Moderate,Normal,Good
47,Male,54,1.83,Moderate,Cold,Good
32,Female,46,1.5,Low,Cold,Good
68,Female,67,1.87,Low,Normal,Poor
49,Female,106,3.87,Moderate,Normal,Good
64,Female,82,2.91,Moderate,Normal,Good
18,Male,89,3.2,Moderate,Cold,Good
38,Female,57,1.86,Low,Normal,Good
24,Male,66,2.24,Low,Hot,Good
32,Female,48,1.5,Low,Normal,Good
23,Male,77,2.44,Moderate,Cold,Good
18,Male,81,2.89,Low,Hot,Good
23,Male,65,2.34,Low,Normal,Good
32,Male,49,2.3,High,Cold,Good
63,Female,94,3.5,High,Cold,Good
42,Male,100,3.4,High,Cold,Good
57,Female,73,2.53,High,Cold,Good
30,Female,62,2.9,High,Cold,Good
28,Female,98,4.15,High,Normal,Good
55,Female,92,3.99,Moderate,Hot,Good
29,Male,87,4.04,High,Normal,Good
44,Male,105,4.21,High,Cold,Good
62,Male,79,2.14,Low,Normal,Poor
33,Female,57,1.5,Low,Cold,Poor
69,Female,103,3.64,Moderate,Normal,Good
28,Male,74,2.73,High,Cold,Good
65,Female,79,2.09,Moderate,Normal,Poor
48,Male,68,2.36,Moderate,Cold,Good
49,Female,76,1.91,Low,Normal,Poor
60,Female,102,3.52,High,Cold,Good
33,Female,54,2.51,High,Normal,Good
21,Female,105,3.29,Low,Normal,Good
36,Female,87,3.99,Moderate,Hot,Good
60,Male,69,1.5,Low,Cold,Poor
36,Male,68,2.42,Moderate,Normal,Good
51,Male,99,3.79,High,Normal,Good
22,Male,95,3.79,High,Normal,Good
67,Male,48,2.0,Moderate,Normal,Good
59,Female,82,1.95,Low,Cold,Poor
28,Female,76,2.93,High,Cold,Good
35,Male,71,3.01,Low,Hot,Good
35,Female,65,2.78,Low,Hot,Good
